loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v4c', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  4450   -0.0059    0.034 -0.113   0.266  0.225   4.811  0.026    99.2  100.0     0.827   42.2    100.0   0.817  257  1000   1000  0.222   1.25
  4460    0.1665   -0.041 -0.113   0.202  0.242   3.602  0.130   100.0  100.0     0.875   25.8    100.0   0.906  258  1000   1000  0.278   1.34
  4470    0.0554   -0.134 -0.113   0.115  0.241   2.421  0.130    99.2  100.0     0.850   15.6    100.0   0.925  258  1000   1000  0.257   1.34
  4480   -0.1752   -0.138 -0.113   0.090  0.228   1.854  0.011   100.0   99.2     0.835   14.1    100.0   0.925  258  1000   1000  0.265   1.34
  4490   -0.1084   -0.126 -0.113   0.100  0.226   2.437  0.005   100.0  100.0     0.781   17.2    100.0   0.873  258  1000   1000  0.244   1.30
  4500   -0.1027   -0.065 -0.115   0.173  0.238   3.165  0.005   100.0  100.0     0.852   32.0     91.7   0.821  258  1000   1000  0.257   1.29
  4510   -0.0742   -0.039 -0.115   0.215  0.253   4.174  0.005   100.0  100.0     0.789   37.5    100.0   0.787  260  1000   1000  0.225   1.32
  4520    0.4120    0.028 -0.115   0.292  0.263   5.387  0.130   100.0   99.2     0.843   48.4    100.0   0.782  261  1000   1000  0.252   1.37
  4530    0.2115   -0.135 -0.115   0.122  0.257   2.322  0.292   100.0  100.0     0.867   18.0    100.0   0.889  262  1000   1000  0.281   1.37
  4540   -0.2391   -0.158 -0.115   0.083  0.240   2.028  0.086   100.0  100.0     0.914    9.4     83.3   0.951  262  1000   1000  0.320   1.33
  4550   -0.2250   -0.145 -0.119   0.088  0.224   2.121  0.026    99.2  100.0     0.795   16.4    100.0   0.870  262  1000   1000  0.285   1.28
  4560   -0.1432   -0.150 -0.119   0.074  0.216   2.352  0.011    99.2  100.0     0.819   18.8    100.0   0.906  262  1000   1000  0.282   1.24
  4570   -0.0860   -0.136 -0.119   0.080  0.216   2.255  0.011   100.0  100.0     0.812   20.3     91.7   0.893  262  1000   1000  0.274   1.24
  4580   -0.0536   -0.114 -0.119   0.108  0.222   2.823  0.011   100.0   99.2     0.835   21.9     91.7   0.885  263  1000   1000  0.260   1.29
  4590   -0.0421   -0.078 -0.119   0.133  0.210   3.416  0.011   100.0   99.2     0.795   35.9    100.0   0.858  264  1000   1000  0.269   1.29
  4600   -0.0154   -0.064 -0.115   0.148  0.212   3.624  0.011   100.0   99.2     0.732   36.7    100.0   0.817  266  1000   1000  0.263   1.31
      saved checkpoint @ step 4600 | examples: ['CCC(=O)c1ccc(OCCCCN2CCN(c3ccccc3)CC2)cc1', 'CCOC(=O)c1ccccc1N', 'O=C(O)c1cnc(N2CCOCC2)cc1Nc1ccccc1Cl', 'c1ccc(-c2ccc3c(CN4CCCCC4)cccc3c2)cc1', 'CC(=O)NCC(=O)NCc1ccccc1']
  4610    0.0697   -0.018 -0.115   0.187  0.206   4.199  0.038   100.0   99.2     0.843   33.6    100.0   0.853  267  1000   1000  0.220   1.37
  4620    0.1135   -0.053 -0.115   0.174  0.220   3.316  0.086    99.2  100.0     0.819   32.8    100.0   0.872  269  1000   1000  0.280   1.33
  4630    0.0042   -0.104 -0.115   0.131  0.219   2.886  0.058    98.4  100.0     0.849   19.5    100.0   0.917  271  1000   1000  0.247   1.29
  4640   -0.0192   -0.135 -0.115   0.114  0.233   2.263  0.058    98.4  100.0     0.865   15.6    100.0   0.932  271  1000   1000  0.259   1.26
  4650   -0.0416   -0.097 -0.118   0.128  0.225   2.711  0.038   100.0  100.0     0.875   19.5    100.0   0.907  272  1000   1000  0.271   1.30
  4660   -0.0219   -0.126 -0.118   0.106  0.224   2.331  0.038    99.2  100.0     0.874   18.0    100.0   0.912  272  1000   1000  0.256   1.24
  4670   -0.0402   -0.118 -0.118   0.135  0.245   2.410  0.026    99.2  100.0     0.921   15.6     91.7   0.924  274  1000   1000  0.252   1.33
  4680   -0.0387   -0.028 -0.118   0.206  0.234   4.017  0.026   100.0  100.0     0.852   28.9    100.0   0.862  276  1000   1000  0.255   1.30
  4690   -0.0130   -0.081 -0.118   0.163  0.236   3.280  0.026    99.2  100.0     0.874   21.9    100.0   0.886  278  1000   1000  0.228   1.38
  4700   -0.0120   -0.036 -0.119   0.203  0.239   4.021  0.026   100.0   99.2     0.890   29.7    100.0   0.882  280  1000   1000  0.219   1.31
  4710    0.2983   -0.046 -0.119   0.205  0.236   4.400  0.130    98.4  100.0     0.873   29.7    100.0   0.889  282  1000   1000  0.257   1.27
  4720    0.0023   -0.108 -0.119   0.137  0.245   2.902  0.086   100.0  100.0     0.906   17.2     91.7   0.936  282  1000   1000  0.253   1.35
  4730   -0.0739   -0.140 -0.119   0.097  0.229   2.023  0.058    99.2  100.0     0.858   19.5     91.7   0.923  282  1000   1000  0.235   1.28
  4740   -0.1198   -0.142 -0.119   0.085  0.218   1.940  0.017    99.2  100.0     0.882   14.8    100.0   0.930  282  1000   1000  0.258   1.30
  4750   -0.0877   -0.128 -0.121   0.105  0.217   2.584  0.008    98.4  100.0     0.881   20.3    100.0   0.932  282  1000   1000  0.262   1.23
  4760   -0.0606   -0.116 -0.121   0.106  0.214   2.544  0.003    99.2  100.0     0.874   25.8    100.0   0.912  282  1000   1000  0.274   1.42
  4770   -0.0685   -0.075 -0.121   0.137  0.212   3.461  0.003   100.0  100.0     0.789   37.5    100.0   0.865  285  1000   1000  0.228   1.39
  4780   -0.0515    0.009 -0.121   0.235  0.226   4.936  0.008   100.0  100.0     0.867   46.1    100.0   0.806  286  1000   1000  0.298   1.37
  4790    1.0607    0.021 -0.121   0.244  0.223   5.429  0.292   100.0  100.0     0.820   37.5    100.0   0.828  286  1000   1000  0.257   1.41
  4800    0.4555   -0.164 -0.120   0.093  0.233   2.299  0.657    97.7  100.0     0.832   10.2     91.7   0.965  286  1000   1000  0.362   1.31
      saved checkpoint @ step 4800 | examples: ['COC(=O)C1(/C=N/Nc2ccc([N+](=O)[O-])cc2)CCCC1', 'Cc1cc(OCc2cc(C(=O)Nc3ccc(Cl)cc3)no2)ncn1', 'N=C(N)NCCCC(N)C(=O)O', 'CCCCCNc1nc(Cl)nc(NC(C)C)n1', 'COc1ccc(C2N/C(=N\\N=C/c3ccccc3)C2c2ccccc2)cc1']
  4810   -0.2681   -0.159 -0.120   0.096  0.247   2.209  0.438    99.2  100.0     0.882   10.2     91.7   0.909  286  1000   1000  0.358   1.27
  4820   -0.7464   -0.153 -0.120   0.074  0.228   2.073  0.086   100.0  100.0     0.820   13.3    100.0   0.936  286  1000   1000  0.373   1.22
  4830   -0.4511   -0.154 -0.120   0.056  0.210   2.387  0.058   100.0  100.0     0.828   14.8    100.0   0.934  286  1000   1000  0.381   1.20
  4840   -0.2549   -0.155 -0.120   0.060  0.215   2.500  0.058   100.0  100.0     0.758    9.4     91.7   0.896  286  1000   1000  0.304   1.25
  4850   -0.1660   -0.149 -0.122   0.067  0.216   2.261  0.058   100.0  100.0     0.773   17.2     91.7   0.921  286  1000   1000  0.289   1.21
  4860   -0.0906   -0.151 -0.122   0.053  0.205   2.367  0.058   100.0  100.0     0.797   22.7    100.0   0.884  287  1000   1000  0.319   1.33
  4870   -0.0656   -0.153 -0.122   0.062  0.214   2.025  0.058   100.0  100.0     0.812   15.6    100.0   0.946  287  1000   1000  0.327   1.24
  4880   -0.1007   -0.145 -0.122   0.072  0.218   2.115  0.026   100.0  100.0     0.867   21.9    100.0   0.934  287  1000   1000  0.295   1.28
  4890   -0.0538   -0.148 -0.122   0.071  0.219   2.156  0.026   100.0  100.0     0.836   21.1    100.0   0.898  287  1000   1000  0.300   1.25
  4900   -0.0611   -0.147 -0.124   0.075  0.222   2.215  0.008   100.0  100.0     0.844   17.2    100.0   0.885  288  1000   1000  0.330   1.27
  4910   -0.0315   -0.146 -0.124   0.066  0.204   2.483  0.005    99.2  100.0     0.780   20.3    100.0   0.914  288  1000   1000  0.258   1.21
  4920   -0.0239   -0.136 -0.124   0.071  0.208   2.536  0.003   100.0  100.0     0.773   21.9    100.0   0.866  288  1000   1000  0.259   1.24
  4930   -0.0191   -0.113 -0.124   0.101  0.206   2.823  0.003    99.2  100.0     0.764   32.0    100.0   0.883  288  1000   1000  0.270   1.29
  4940   -0.0206   -0.092 -0.124   0.113  0.205   3.350  0.003   100.0  100.0     0.703   35.2    100.0   0.870  289  1000   1000  0.248   1.34
  4950    0.0018   -0.075 -0.109   0.164  0.239   3.738  0.003   100.0  100.0     0.734   34.4    100.0   0.808  290  1000   1000  0.259   1.25
  4960    0.2010    0.018 -0.109   0.258  0.240   5.436  0.058   100.0   97.7     0.760   51.6    100.0   0.762  292  1000   1000  0.283   1.33
  4970    0.1988   -0.113 -0.109   0.107  0.220   2.615  0.195   100.0  100.0     0.836   15.6    100.0   0.933  294  1000   1000  0.276   1.30
  4980   -0.0954   -0.155 -0.109   0.087  0.235   1.921  0.130    99.2  100.0     0.866    9.4     83.3   0.956  294  1000   1000  0.279   1.32
  4990   -0.2143   -0.159 -0.109   0.079  0.231   1.769  0.011    99.2  100.0     0.835    9.4    100.0   0.929  294  1000   1000  0.291   1.41
  5000   -0.1351   -0.154 -0.114   0.076  0.222   2.279  0.002    99.2  100.0     0.874   14.1    100.0   0.919  294  1000   1000  0.265   1.27
      saved checkpoint @ step 5000 | examples: ['CN(C)CCCNc1nccc2cc([N+](=O)[O-])ccc12', 'O=C(Cc1ccc(-c2ccc3c(c2)CCO3)s1)N1CCCCC1', 'O=C(NCCO)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'O=C(COc1ccc(-c2ccccc2)cc1)N1CCCC1CO', 'Cc1cc(=O)oc2cc(OCc3ccccc3)ccc12']

RL_BASELINE_DONE in 109.2 min
