loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5d', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  3070   -0.0864   -0.078 -0.099   0.152  0.230   3.162  0.003   100.0  100.0     0.875   19.5    100.0   0.895  138  1000   1000  0.294   0.71
  3080   -0.0958   -0.006 -0.099   0.232  0.237   4.439  0.005   100.0  100.0     0.859   33.6    100.0   0.889  139  1000   1000  0.323   0.78
  3090    0.7465    0.060 -0.099   0.307  0.246   6.039  0.195   100.0   99.2     0.882   44.5    100.0   0.847  140  1000   1000  0.293   0.81
  3100   -0.0120   -0.170 -0.100   0.071  0.234   1.939  0.195    99.2  100.0     0.882    4.7     83.3   0.957  142  1000   1000  0.302   0.73
  3110   -0.2625   -0.176 -0.100   0.066  0.234   1.460  0.038    99.2  100.0     0.850    5.5    100.0   0.945  142  1000   1000  0.338   0.67
  3120   -0.2021   -0.141 -0.100   0.085  0.218   2.033  0.005    99.2   99.2     0.857   10.2     91.7   0.928  142  1000   1000  0.354   0.72
  3130   -0.1273   -0.137 -0.100   0.065  0.202   2.258  0.002   100.0  100.0     0.867    9.4     91.7   0.945  143  1000   1000  0.298   0.69
  3140   -0.0679   -0.131 -0.100   0.078  0.209   2.685  0.002   100.0  100.0     0.750   15.6    100.0   0.918  143  1000   1000  0.347   0.94
  3150   -0.0689   -0.072 -0.103   0.128  0.200   3.335  0.002   100.0  100.0     0.812   23.4    100.0   0.910  143  1000   1000  0.277   0.77
  3160    0.0002    0.002 -0.103   0.207  0.204   4.858  0.017   100.0   99.2     0.724   36.7    100.0   0.848  144  1000   1000  0.269   0.77
  3170    1.1203   -0.038 -0.103   0.181  0.220   4.210  0.438   100.0  100.0     0.805   26.6    100.0   0.911  145  1000   1000  0.253   0.72
  3180   -0.2984   -0.157 -0.103   0.078  0.235   1.934  0.195   100.0  100.0     0.891    7.0     91.7   0.952  145  1000   1000  0.332   0.75
  3190   -0.4047   -0.173 -0.103   0.061  0.218   2.045  0.026    98.4  100.0     0.794    7.8    100.0   0.947  145  1000   1000  0.354   0.70
  3200   -0.2654   -0.148 -0.108   0.071  0.219   2.139  0.011   100.0  100.0     0.828    5.5    100.0   0.909  145  1000   1000  0.367   0.71
      saved checkpoint @ step 3200 | examples: ['O=S(=O)(Nc1ccc(F)cc1)c1cccs1', 'CN(C)S(=O)(=O)NCCN1CCC[C@@H]1c1ccccc1', 'O=C(CCCC(=O)Nc1ccc(Br)cc1)NCc1ccccc1', 'O=C(NC(=O)c1ccc(/C=C2\\SC(=S)NC2=O)cc1)C(=O)c1ccco1', 'Cc1ccc(O)c(C=O)c1']
  3210   -0.1454   -0.138 -0.108   0.052  0.190   2.779  0.011   100.0  100.0     0.742   18.8    100.0   0.897  145  1000   1000  0.372   0.71
  3220   -0.0866   -0.129 -0.108   0.070  0.199   2.830  0.011   100.0  100.0     0.734   21.1    100.0   0.928  145  1000   1000  0.327   0.72
  3230   -0.0390   -0.126 -0.108   0.076  0.193   2.997  0.011    99.2  100.0     0.764   24.2    100.0   0.875  145  1000   1000  0.353   0.71
  3240   -0.0434   -0.095 -0.108   0.106  0.201   3.640  0.011   100.0   99.2     0.685   28.1    100.0   0.877  145  1000   1000  0.301   0.77
  3250   -0.0153   -0.073 -0.108   0.120  0.185   3.571  0.011    99.2   99.2     0.754   31.2    100.0   0.869  145  1000   1000  0.290   0.74
  3260    0.0417   -0.051 -0.108   0.143  0.194   4.267  0.026   100.0   99.2     0.732   28.1    100.0   0.893  145  1000   1000  0.315   0.72
  3270    0.1735   -0.089 -0.108   0.144  0.233   3.082  0.130   100.0  100.0     0.883   19.5    100.0   0.933  146  1000   1000  0.300   0.72
  3280    0.0648   -0.143 -0.108   0.085  0.220   2.279  0.130    99.2  100.0     0.858   10.9    100.0   0.923  146  1000   1000  0.337   0.75
  3290   -0.1259   -0.146 -0.108   0.084  0.230   2.112  0.017   100.0  100.0     0.867   12.5    100.0   0.947  146  1000   1000  0.302   0.70
  3300   -0.0784   -0.160 -0.112   0.066  0.218   2.080  0.008    99.2  100.0     0.803    9.4    100.0   0.931  146  1000   1000  0.330   0.72
  3310   -0.0697   -0.104 -0.112   0.123  0.227   3.010  0.008   100.0  100.0     0.805   23.4    100.0   0.931  146  1000   1000  0.319   0.73
  3320   -0.0450   -0.082 -0.112   0.130  0.212   3.348  0.008   100.0  100.0     0.688   24.2    100.0   0.889  148  1000   1000  0.273   0.78
  3330   -0.0283   -0.023 -0.112   0.200  0.215   4.408  0.011    99.2  100.0     0.795   35.2    100.0   0.866  152  1000   1000  0.246   0.72
  3340    1.5872    0.014 -0.112   0.260  0.246   5.397  0.438   100.0  100.0     0.859   37.5    100.0   0.878  154  1000   1000  0.275   0.70
  3350    0.3334   -0.157 -0.113   0.089  0.246   2.485  0.438   100.0  100.0     0.867    7.8    100.0   0.949  156  1000   1000  0.436   0.76
  3360   -0.4727   -0.162 -0.113   0.076  0.237   1.956  0.026   100.0  100.0     0.883    5.5     75.0   0.937  156  1000   1000  0.351   0.69
  3370   -0.2968   -0.160 -0.113   0.063  0.215   2.127  0.005    99.2  100.0     0.756   12.5     83.3   0.908  156  1000   1000  0.354   0.72
  3380   -0.1612   -0.160 -0.113   0.065  0.209   2.451  0.005    98.4  100.0     0.849   14.1    100.0   0.889  156  1000   1000  0.345   0.68
  3390   -0.0991   -0.131 -0.113   0.070  0.201   2.885  0.005   100.0   99.2     0.709   25.8    100.0   0.891  156  1000   1000  0.362   0.75
  3400   -0.0614   -0.107 -0.114   0.097  0.204   3.132  0.005   100.0  100.0     0.750   23.4    100.0   0.879  156  1000   1000  0.347   0.67
      saved checkpoint @ step 3400 | examples: ['NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1', 'COc1cc2c(cc1CNC(=O)c1cc(C)oc1C)CCC2', 'NCCOCCOCCO', 'CCCCCCCCCCCCCCCCCCCP(=O)(OCc1cc(Cl)cc(Cl)c1)C(=O)O', 'CC(=O)N(C)c1ccc(CN2CCOc3ccccc3C2)cc1']
  3410   -0.0293   -0.118 -0.114   0.080  0.198   3.369  0.005   100.0  100.0     0.742   26.6    100.0   0.888  157  1000   1000  0.313   0.71
  3420   -0.0190   -0.101 -0.114   0.087  0.188   3.204  0.005   100.0   99.2     0.740   32.8    100.0   0.870  157  1000   1000  0.332   0.70
  3430   -0.0097   -0.079 -0.114   0.114  0.192   4.568  0.008   100.0   98.4     0.643   40.6    100.0   0.866  158  1000   1000  0.332   0.69
  3440    0.0106   -0.068 -0.114   0.129  0.189   4.480  0.011    99.2   96.1     0.721   44.5    100.0   0.849  159  1000   1000  0.318   0.70
  3450    0.2243   -0.071 -0.081   0.141  0.211   3.891  0.086   100.0  100.0     0.711   25.8    100.0   0.840  160  1000   1000  0.312   0.71
  3460    0.0966   -0.129 -0.081   0.083  0.212   2.729  0.086   100.0  100.0     0.727   10.9    100.0   0.906  160  1000   1000  0.326   0.79
  3470    0.0566   -0.109 -0.081   0.112  0.221   2.782  0.086   100.0  100.0     0.844   11.7    100.0   0.888  160  1000   1000  0.331   0.79
  3480   -0.0960   -0.151 -0.081   0.077  0.220   1.991  0.026    99.2  100.0     0.858    9.4    100.0   0.913  160  1000   1000  0.328   0.73
  3490   -0.0666   -0.121 -0.081   0.101  0.223   2.569  0.017   100.0  100.0     0.781   10.9    100.0   0.894  160  1000   1000  0.297   0.79
      TL @ step 3500: 500 mols, 2/2 epochs, nll 0.310, kl_after 2.42
  3500   -0.0445   -0.118 -0.087   0.088  0.198   2.529  0.017    99.2  100.0     0.835   15.6    100.0   0.905  161  1000   1000  0.308   0.75
  3510   -0.0316   -0.092 -0.087   0.134  0.218   3.434  0.017    99.2  100.0     0.803   17.2    100.0   0.882  161  1000   1000  0.268   0.70
  3520   -0.0391   -0.049 -0.087   0.186  0.227   3.972  0.017    99.2  100.0     0.843   24.2    100.0   0.868  164  1000   1000  0.249   0.89
  3530   -0.0277   -0.019 -0.087   0.215  0.226   4.223  0.017    99.2  100.0     0.827   30.5    100.0   0.850  164  1000   1000  0.274   0.79
  3540    0.4829   -0.002 -0.087   0.236  0.237   4.381  0.195   100.0   99.2     0.843   28.9    100.0   0.841  167  1000   1000  0.310   0.85
  3550   -0.0915   -0.175 -0.091   0.077  0.243   1.569  0.130    99.2  100.0     0.898    1.6     91.7   0.945  168  1000   1000  0.283   0.82
  3560   -0.2051   -0.125 -0.091   0.099  0.224   2.087  0.008   100.0  100.0     0.836    9.4    100.0   0.908  168  1000   1000  0.317   0.77
  3570   -0.1150   -0.128 -0.091   0.114  0.226   2.731  0.003    98.4  100.0     0.849   12.5    100.0   0.876  168  1000   1000  0.322   0.78
  3580   -0.0870   -0.106 -0.091   0.109  0.215   2.772  0.003   100.0  100.0     0.836   14.1    100.0   0.907  168  1000   1000  0.289   0.79
  3590   -0.0303   -0.135 -0.091   0.088  0.199   2.692  0.003    97.7  100.0     0.848   13.3    100.0   0.935  168  1000   1000  0.278   0.76
  3600   -0.0682   -0.034 -0.094   0.192  0.226   4.151  0.003   100.0   99.2     0.764   28.9    100.0   0.862  169  1000   1000  0.279   0.75
      saved checkpoint @ step 3600 | examples: ['CC(C)(O)C1CCC(c2ccc(-c3ccccc3)cc2)CC1', 'O=C(Nc1cccc2cccnc12)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'Nc1ccccc1NC(=O)c1ccc(Oc2ccccc2)cc1', 'Cc1ccc(NC(=O)N2CCCc3c2ccc2ccccc32)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(NC(=O)N2CCCc3ccccc32)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  3610    0.0398    0.065 -0.094   0.308  0.243   6.022  0.026   100.0  100.0     0.883   39.1    100.0   0.747  171  1000   1000  0.247   0.85
  3620    0.5928   -0.038 -0.094   0.197  0.236   3.811  0.292   100.0  100.0     0.875   22.7    100.0   0.876  172  1000   1000  0.293   0.80
  3630    0.0081   -0.173 -0.094   0.067  0.232   2.282  0.195    99.2  100.0     0.827    1.6     91.7   0.953  172  1000   1000  0.370   0.81
  3640   -0.2591   -0.131 -0.094   0.098  0.221   2.048  0.026    99.2  100.0     0.858   10.9    100.0   0.894  172  1000   1000  0.339   0.79
  3650   -0.1690   -0.141 -0.099   0.096  0.221   2.817  0.011    98.4  100.0     0.841   14.1    100.0   0.903  172  1000   1000  0.303   0.77
  3660   -0.0967   -0.136 -0.099   0.071  0.208   2.386  0.011   100.0  100.0     0.828   11.7     91.7   0.906  172  1000   1000  0.299   0.77
  3670   -0.0544   -0.132 -0.099   0.092  0.224   2.614  0.011   100.0  100.0     0.812   13.3    100.0   0.904  173  1000   1000  0.297   0.75
  3680   -0.0293   -0.117 -0.099   0.095  0.212   2.795  0.011   100.0   99.2     0.819   18.0    100.0   0.888  173  1000   1000  0.285   0.73
  3690   -0.0176   -0.112 -0.099   0.101  0.205   2.964  0.011    99.2   99.2     0.794   20.3     91.7   0.894  173  1000   1000  0.271   0.73
  3700   -0.0188   -0.079 -0.102   0.134  0.205   3.648  0.011    99.2   99.2     0.730   29.7    100.0   0.855  174  1000   1000  0.279   0.78
  3710   -0.0252   -0.069 -0.102   0.158  0.226   3.615  0.011   100.0   99.2     0.780   25.8    100.0   0.880  175  1000   1000  0.265   0.79
  3720    0.1007   -0.052 -0.102   0.163  0.208   4.647  0.038    99.2   99.2     0.706   33.6    100.0   0.834  179  1000   1000  0.299   0.82
  3730    0.0658   -0.059 -0.102   0.164  0.223   3.511  0.058   100.0   99.2     0.795   26.6    100.0   0.864  180  1000   1000  0.296   0.74
  3740    0.0702   -0.087 -0.102   0.130  0.209   3.829  0.058    99.2  100.0     0.811   21.9    100.0   0.865  182  1000   1000  0.281   0.76
  3750    0.0176   -0.120 -0.104   0.106  0.227   2.510  0.058   100.0  100.0     0.789   15.6    100.0   0.903  182  1000   1000  0.294   0.78
  3760    0.0018   -0.141 -0.104   0.104  0.246   2.057  0.058   100.0  100.0     0.844   12.5    100.0   0.881  183  1000   1000  0.306   0.83
  3770   -0.0034   -0.142 -0.104   0.090  0.225   2.806  0.038    99.2  100.0     0.882   12.5    100.0   0.921  183  1000   1000  0.310   0.79
  3780   -0.0601   -0.102 -0.104   0.124  0.227   2.714  0.017   100.0  100.0     0.781   18.8    100.0   0.891  183  1000   1000  0.284   0.80
  3790   -0.0262   -0.121 -0.104   0.111  0.231   2.399  0.017   100.0  100.0     0.828   18.0    100.0   0.902  184  1000   1000  0.286   0.78
  3800   -0.0622   -0.046 -0.107   0.180  0.218   3.919  0.017    99.2  100.0     0.843   25.8    100.0   0.891  185  1000   1000  0.256   0.79
      saved checkpoint @ step 3800 | examples: ['O=C(NCc1ccccc1OCc1ccc(Cl)cc1)c1cccc(S(=O)(=O)N2CCOCC2)c1', 'Cc1ccc(C(=O)Nc2ccc3c(c2)OCCCO3)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'O=C(O)CCCCc1ccccc1', 'Cc1ccc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'CC(=O)c1ccc(NC(=S)NC(=O)c2ccc(O)cc2O)cc1']
  3810   -0.0300   -0.016 -0.107   0.210  0.225   4.186  0.017   100.0  100.0     0.797   32.8    100.0   0.827  187  1000   1000  0.280   0.79
  3820    0.1169   -0.037 -0.107   0.181  0.218   4.244  0.058   100.0  100.0     0.797   32.8     91.7   0.843  191  1000   1000  0.292   0.73
  3830    0.1336   -0.100 -0.107   0.125  0.224   2.867  0.130   100.0  100.0     0.812   15.6    100.0   0.927  191  1000   1000  0.284   0.72
  3840   -0.0113   -0.134 -0.107   0.095  0.222   2.197  0.086    99.2  100.0     0.835   18.8    100.0   0.941  191  1000   1000  0.271   0.70
  3850   -0.0589   -0.135 -0.111   0.084  0.220   2.034  0.058   100.0  100.0     0.852   16.4     91.7   0.923  191  1000   1000  0.304   0.69
  3860   -0.0981   -0.151 -0.111   0.088  0.223   1.842  0.017    98.4  100.0     0.873   14.1    100.0   0.925  192  1000   1000  0.301   0.71
  3870   -0.0636   -0.130 -0.111   0.092  0.222   2.096  0.017   100.0  100.0     0.875   17.2    100.0   0.915  192  1000   1000  0.306   0.68
  3880   -0.0374   -0.110 -0.111   0.138  0.240   2.673  0.017    99.2   99.2     0.865   22.7    100.0   0.910  192  1000   1000  0.246   0.76
  3890   -0.0293   -0.018 -0.111   0.215  0.232   3.831  0.017   100.0  100.0     0.828   28.9    100.0   0.812  192  1000   1000  0.261   0.71
  3900   -0.0356   -0.048 -0.111   0.182  0.230   3.494  0.017   100.0   99.2     0.827   26.6    100.0   0.880  192  1000   1000  0.276   0.67
  3910    0.1616   -0.018 -0.111   0.222  0.240   4.065  0.086   100.0  100.0     0.836   32.0     91.7   0.832  195  1000   1000  0.285   0.72
  3920    0.0012   -0.091 -0.111   0.156  0.240   2.640  0.058    99.2  100.0     0.882   18.0     91.7   0.885  195  1000   1000  0.277   0.71
  3930   -0.0331   -0.138 -0.111   0.094  0.225   2.229  0.038    99.2  100.0     0.843   17.2     91.7   0.948  196  1000   1000  0.261   0.77
  3940   -0.0675   -0.132 -0.111   0.104  0.236   2.380  0.011   100.0   99.2     0.898   12.5    100.0   0.940  196  1000   1000  0.253   0.72
  3950   -0.0773   -0.052 -0.114   0.181  0.233   3.375  0.011   100.0  100.0     0.883   27.3    100.0   0.893  196  1000   1000  0.270   0.74
  3960   -0.0532   -0.038 -0.114   0.193  0.231   3.808  0.011   100.0  100.0     0.820   30.5    100.0   0.853  198  1000   1000  0.264   0.74
  3970    0.2023   -0.027 -0.114   0.219  0.246   4.418  0.086   100.0  100.0     0.781   40.6    100.0   0.847  199  1000   1000  0.262   0.82
  3980    0.1647   -0.130 -0.114   0.121  0.251   3.213  0.130   100.0  100.0     0.906   14.8     83.3   0.919  199  1000   1000  0.290   0.88
  3990   -0.1426   -0.132 -0.114   0.105  0.237   1.920  0.038   100.0  100.0     0.883   14.1    100.0   0.922  199  1000   1000  0.321   0.86
      TL @ step 4000: 500 mols, 2/2 epochs, nll 0.306, kl_after 2.03
  4000   -0.1235   -0.146 -0.117   0.070  0.208   1.970  0.005    99.2  100.0     0.732   21.1    100.0   0.907  200  1000   1000  0.296   0.86
      saved checkpoint @ step 4000 | examples: ['O=C(NC1CC(F)(F)C1)C1CCN(S(=O)(=O)c2cc(F)cc(F)c2)CC1', 'COc1ccccc1C(=O)/C=C/c1ccc(Oc2ccccc2)cc1', 'O=C(CN1CCN(c2ccccc2C(F)(F)F)CC1)N1CCOCC1', 'Cc1ccc(C)c(CONC(=O)CN(C)C)c1', 'Cc1nc(-c2ccccc2)oc1C']
  4010   -0.0959   -0.106 -0.117   0.113  0.219   2.544  0.003   100.0  100.0     0.773   24.2    100.0   0.906  201  1000   1000  0.262   0.90
  4020   -0.0560   -0.106 -0.117   0.125  0.215   3.152  0.003    98.4  100.0     0.833   24.2    100.0   0.898  202  1000   1000  0.277   0.86
  4030   -0.0660   -0.049 -0.117   0.179  0.228   4.258  0.003   100.0  100.0     0.773   35.2    100.0   0.851  203  1000   1000  0.266   0.71
  4040   -0.0134    0.040 -0.117   0.287  0.247   5.264  0.017   100.0  100.0     0.773   49.2    100.0   0.747  204  1000   1000  0.272   0.76
  4050    0.5216   -0.073 -0.081   0.151  0.224   3.311  0.292   100.0   99.2     0.850   15.6     91.7   0.894  207  1000   1000  0.282   0.81
  4060   -0.2070   -0.166 -0.081   0.089  0.240   1.798  0.086    98.4  100.0     0.913    2.3     91.7   0.944  208  1000   1000  0.324   0.78
  4070   -0.2366   -0.158 -0.081   0.077  0.227   1.917  0.002    99.2  100.0     0.850    7.0     83.3   0.909  208  1000   1000  0.325   0.66
  4080   -0.1364   -0.155 -0.081   0.067  0.214   2.112  0.001    99.2  100.0     0.819    3.9    100.0   0.922  208  1000   1000  0.320   0.74
  4090   -0.0713   -0.154 -0.081   0.063  0.217   2.064  0.001   100.0  100.0     0.812    3.9    100.0   0.918  208  1000   1000  0.303   0.73
  4100   -0.0504   -0.117 -0.086   0.096  0.205   2.966  0.001    99.2  100.0     0.803   14.1    100.0   0.869  208  1000   1000  0.302   0.82
  4110   -0.0373   -0.108 -0.086   0.102  0.210   2.744  0.001   100.0   99.2     0.748   18.0    100.0   0.864  208  1000   1000  0.285   0.74
  4120   -0.0335   -0.076 -0.086   0.129  0.205   3.994  0.001   100.0  100.0     0.688   25.0    100.0   0.835  210  1000   1000  0.285   0.92
  4130    0.0043   -0.040 -0.086   0.159  0.199   4.608  0.008   100.0   98.4     0.730   32.8    100.0   0.809  211  1000   1000  0.330   0.81
  4140    0.8321   -0.077 -0.086   0.143  0.212   4.406  0.292    99.2   99.2     0.698   30.5    100.0   0.832  211  1000   1000  0.280   0.85
  4150   -0.0083   -0.148 -0.088   0.075  0.223   2.201  0.195   100.0  100.0     0.844    7.8     83.3   0.945  211  1000   1000  0.327   0.80
  4160   -0.3107   -0.166 -0.088   0.068  0.227   1.864  0.026    99.2  100.0     0.882    4.7    100.0   0.945  211  1000   1000  0.339   0.74
  4170   -0.1769   -0.164 -0.088   0.064  0.228   2.009  0.026   100.0  100.0     0.859    3.1     91.7   0.933  211  1000   1000  0.307   0.74
  4180   -0.1348   -0.136 -0.088   0.075  0.211   2.562  0.011   100.0  100.0     0.836   12.5     91.7   0.929  211  1000   1000  0.308   0.80
  4190   -0.0696   -0.141 -0.088   0.076  0.217   2.353  0.011   100.0  100.0     0.852    8.6    100.0   0.907  211  1000   1000  0.281   0.76
  4200   -0.0417   -0.118 -0.093   0.094  0.212   2.763  0.011   100.0   99.2     0.835   17.2    100.0   0.892  211  1000   1000  0.313   0.73
      saved checkpoint @ step 4200 | examples: ['c1ccc(-c2cscc2-c2ccccc2)cc1', 'O=Cc1cccc(-c2ccccc2)c1', 'CCCCc1nc(-c2ccccc2)nn1CCCO', 'COc1ccccc1N1CCN(Cc2cn(C)nc2-c2ccccc2)CC1', 'COCCN(CC(=O)Nc1ccccc1F)c1ccccc1']
  4210   -0.0280   -0.117 -0.093   0.089  0.206   2.573  0.011   100.0  100.0     0.805   14.8    100.0   0.897  212  1000   1000  0.268   0.71
  4220    0.0022   -0.118 -0.093   0.099  0.209   3.272  0.011    99.2  100.0     0.780   17.2     91.7   0.880  212  1000   1000  0.273   0.76
  4230   -0.0059   -0.071 -0.093   0.151  0.207   3.992  0.011    98.4  100.0     0.794   28.9    100.0   0.817  214  1000   1000  0.248   0.76
  4240    0.2956   -0.024 -0.093   0.219  0.242   5.489  0.086   100.0   99.2     0.787   37.5    100.0   0.812  217  1000   1000  0.290   0.79
  4250    0.1832   -0.116 -0.094   0.111  0.219   2.640  0.195    99.2  100.0     0.803   14.1    100.0   0.881  217  1000   1000  0.357   0.72
  4260   -0.0692   -0.148 -0.094   0.090  0.222   2.396  0.086    98.4  100.0     0.817   10.2     91.7   0.925  217  1000   1000  0.301   0.69
  4270   -0.1373   -0.154 -0.094   0.086  0.232   2.249  0.026    99.2  100.0     0.906    7.8    100.0   0.941  218  1000   1000  0.287   0.73
  4280   -0.1120   -0.137 -0.094   0.075  0.212   2.050  0.011   100.0  100.0     0.766   13.3    100.0   0.930  218  1000   1000  0.320   0.71
  4290   -0.0751   -0.109 -0.094   0.112  0.213   2.734  0.011    99.2   99.2     0.825   15.6    100.0   0.902  218  1000   1000  0.275   0.70
  4300   -0.0458   -0.093 -0.098   0.118  0.211   2.911  0.011   100.0  100.0     0.766   19.5    100.0   0.875  219  1000   1000  0.263   0.71
  4310   -0.0330   -0.081 -0.098   0.157  0.222   3.657  0.011    98.4   99.2     0.840   18.0    100.0   0.871  221  1000   1000  0.292   0.72
  4320    0.0252   -0.067 -0.098   0.165  0.232   3.737  0.026   100.0  100.0     0.797   25.0     91.7   0.864  223  1000   1000  0.285   0.80
  4330    0.0896   -0.044 -0.098   0.187  0.231   3.710  0.058   100.0  100.0     0.789   25.0    100.0   0.854  225  1000   1000  0.263   0.79
  4340    0.0535   -0.110 -0.098   0.122  0.224   2.707  0.058    99.2  100.0     0.850   15.6    100.0   0.860  226  1000   1000  0.250   0.69
  4350    0.0177   -0.124 -0.100   0.119  0.234   2.475  0.058    99.2  100.0     0.890    9.4     91.7   0.933  226  1000   1000  0.282   0.77
  4360    0.0060   -0.133 -0.100   0.091  0.216   2.049  0.058    99.2  100.0     0.850   15.6    100.0   0.919  226  1000   1000  0.310   0.72
  4370    0.0133   -0.117 -0.100   0.115  0.224   2.264  0.058    99.2  100.0     0.827   16.4    100.0   0.879  226  1000   1000  0.299   0.72
  4380   -0.0289   -0.115 -0.100   0.116  0.231   2.243  0.038   100.0  100.0     0.859   10.2     91.7   0.914  226  1000   1000  0.291   0.73
  4390   -0.0455   -0.137 -0.100   0.086  0.223   2.003  0.017   100.0  100.0     0.875   10.2     91.7   0.941  226  1000   1000  0.260   0.78
  4400   -0.0372   -0.095 -0.104   0.129  0.224   2.400  0.017   100.0  100.0     0.867   18.8    100.0   0.867  227  1000   1000  0.257   0.73
      saved checkpoint @ step 4400 | examples: ['O=C(Cn1ccccc1=O)Nc1ccc(N2CCOCC2)cc1', 'CC(C)(C)Cc1nc(-c2ccccc2)n[nH]1', 'NC(Cc1ccc(Br)cc1)CP(=O)(O)O', 'S=C(Nc1ccccc1)Nc1ccccc1Oc1ccccc1', 'O=C(NCc1cc(-c2ccco2)[nH]n1)c1cccc(C(F)(F)F)c1']
  4410   -0.0169   -0.059 -0.104   0.178  0.230   3.669  0.017    99.2  100.0     0.819   26.6    100.0   0.860  229  1000   1000  0.263   0.99
  4420   -0.0163   -0.058 -0.104   0.176  0.219   4.088  0.017    98.4  100.0     0.849   31.2    100.0   0.913  230  1000   1000  0.278   1.08
  4430    0.1072   -0.007 -0.104   0.243  0.250   4.474  0.058   100.0  100.0     0.875   28.9    100.0   0.875  231  1000   1000  0.243   1.07
  4440    0.0272   -0.079 -0.104   0.148  0.228   2.916  0.058   100.0  100.0     0.836   21.1    100.0   0.903  232  1000   1000  0.282   1.07
  4450    0.0112   -0.100 -0.107   0.131  0.231   2.482  0.058   100.0  100.0     0.867   18.8    100.0   0.908  233  1000   1000  0.262   1.09
  4460   -0.0221   -0.120 -0.107   0.117  0.237   2.261  0.038   100.0  100.0     0.789   13.3     91.7   0.933  234  1000   1000  0.287   1.09
  4470   -0.0270   -0.087 -0.107   0.137  0.225   2.406  0.026   100.0  100.0     0.852   20.3    100.0   0.869  234  1000   1000  0.267   1.01
  4480   -0.0322   -0.062 -0.107   0.166  0.228   2.987  0.026   100.0  100.0     0.852   22.7    100.0   0.893  234  1000   1000  0.265   1.09
  4490   -0.0176   -0.038 -0.107   0.202  0.240   3.718  0.026   100.0  100.0     0.875   28.1    100.0   0.880  236  1000   1000  0.236   1.17
      TL @ step 4500: 500 mols, 2/2 epochs, nll 0.279, kl_after 2.26
  4500    0.0859   -0.087 -0.107   0.145  0.232   2.791  0.086   100.0  100.0     0.844   26.6    100.0   0.907  237  1000   1000  0.287   1.50
  4510    0.0245   -0.118 -0.107   0.113  0.231   2.088  0.086   100.0  100.0     0.875   15.6    100.0   0.926  237  1000   1000  0.304   1.44
  4520   -0.0878   -0.149 -0.107   0.084  0.233   1.846  0.011   100.0  100.0     0.859    8.6    100.0   0.906  237  1000   1000  0.277   0.85
  4530   -0.0808   -0.078 -0.107   0.147  0.226   2.933  0.008   100.0   99.2     0.827   24.2    100.0   0.881  238  1000   1000  0.283   0.78
  4540   -0.0661   -0.030 -0.107   0.210  0.232   3.665  0.008    99.2  100.0     0.850   28.9    100.0   0.836  240  1000   1000  0.268   0.82
  4550    0.3800    0.004 -0.108   0.240  0.228   4.816  0.130    99.2  100.0     0.843   34.4    100.0   0.869  242  1000   1000  0.274   0.80
  4560    0.1660   -0.122 -0.108   0.108  0.230   2.479  0.195   100.0  100.0     0.875   17.2    100.0   0.920  244  1000   1000  0.295   0.74
  4570   -0.1699   -0.148 -0.108   0.084  0.231   1.796  0.017   100.0  100.0     0.891   14.1     83.3   0.903  244  1000   1000  0.320   0.67
  4580   -0.1062   -0.159 -0.108   0.073  0.224   1.976  0.005    99.2  100.0     0.874   11.7    100.0   0.932  244  1000   1000  0.297   0.68
  4590   -0.0760   -0.119 -0.108   0.103  0.222   2.450  0.003   100.0   98.4     0.873   14.8    100.0   0.937  244  1000   1000  0.271   0.69
