loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'log_every': 20, 'save_every': 250, 'out': 'checkpoints/rl_baseline_v3', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)    sec
  2200   -0.0046   -0.162  0.000   0.058  0.220   2.286  0.001   100.0  100.0     0.828    0.0    100.0   0.45
  2220   -0.0013   -0.161  0.000   0.059  0.220   2.526  0.001   100.0  100.0     0.828    0.0    100.0   0.46
  2240    0.0027   -0.163  0.000   0.050  0.205   2.693  0.001    99.2  100.0     0.748    0.0    100.0   0.44
      saved checkpoint @ step 2250 | examples: ['NCc1cccc(-c2ccc3ccccc3c2)c1', 'O=C(CNC1CCCCC1)NCc1ccccc1', 'CC(C)(C)c1ccc(CO)cc1', 'CCCCc1ccc2c(c1)COB2O', 'CN(C)c1cccc2c(S(=O)(=O)NC3CCCCC3)cccc12']
  2260   -0.0048   -0.153  0.000   0.050  0.203   2.456  0.001   100.0  100.0     0.797    0.0     91.7   0.44
  2280   -0.0053   -0.150  0.000   0.049  0.199   2.851  0.001   100.0  100.0     0.734    0.0     91.7   0.44
  2300   -0.0034   -0.148  0.000   0.047  0.195   2.953  0.001   100.0  100.0     0.773    0.0     91.7   0.44
  2320   -0.0051   -0.143  0.000   0.043  0.185   3.111  0.001   100.0  100.0     0.727    0.0     91.7   0.44
  2340   -0.0097   -0.135  0.000   0.043  0.178   3.651  0.001   100.0   98.4     0.706    0.0     91.7   0.43
  2360   -0.0085   -0.132  0.000   0.040  0.172   3.417  0.001   100.0   98.4     0.635    0.0    100.0   0.43
  2380   -0.0115   -0.123  0.000   0.032  0.155   3.978  0.001   100.0   96.9     0.629    0.0    100.0   0.43
  2400   -0.0054   -0.117  0.000   0.032  0.149   4.463  0.003   100.0   96.9     0.637    0.0     91.7   0.43
  2420    0.1457   -0.119  0.000   0.031  0.150   4.364  0.058   100.0   95.3     0.574    0.0    100.0   0.43
  2440    0.0227   -0.138  0.000   0.040  0.178   3.148  0.058   100.0   98.4     0.603    0.0    100.0   0.44
  2460    0.0007   -0.148  0.000   0.045  0.194   2.740  0.058   100.0  100.0     0.750    0.0     91.7   0.46
  2480   -0.0182   -0.159  0.000   0.059  0.218   2.102  0.058   100.0  100.0     0.758    0.0     75.0   0.45
  2500   -0.0088   -0.154  0.000   0.052  0.206   2.303  0.058   100.0  100.0     0.773    0.0     91.7   0.44
      saved checkpoint @ step 2500 | examples: ['COc1ccccc1NC(=O)N1CCCC1', 'CN(C)C1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)[nH]n2)CC1', 'CN(Cc1cncn1C)C(=O)CCN', 'Cc1ccc([N+](=O)[O-])cc1', 'CN(C)Cc1ccc(NC(=O)COC(=O)CN)cc1']
  2520   -0.0561   -0.160  0.000   0.055  0.215   2.046  0.011   100.0  100.0     0.766    0.0     91.7   0.46
  2540   -0.0306   -0.158  0.000   0.052  0.202   2.249  0.005    99.2  100.0     0.732    0.0     91.7   0.44
  2560   -0.0225   -0.147  0.000   0.045  0.192   2.305  0.002   100.0  100.0     0.750    0.0     91.7   0.45
  2580   -0.0029   -0.152  0.000   0.049  0.201   2.664  0.002   100.0   99.2     0.756    0.0     91.7   0.44
  2600   -0.0094   -0.135  0.000   0.038  0.172   3.188  0.002   100.0   99.2     0.677    0.0    100.0   0.44
  2620   -0.0079   -0.127  0.000   0.035  0.162   3.418  0.002   100.0   97.7     0.656    0.0    100.0   0.44
  2640   -0.0102   -0.112  0.000   0.028  0.140   4.425  0.003   100.0   94.5     0.496    0.0     91.7   0.43
  2660    0.0923   -0.114  0.000   0.028  0.142   4.346  0.038   100.0   95.3     0.582    0.0    100.0   0.42
  2680    0.0250   -0.136  0.000   0.037  0.165   3.334  0.038    99.2  100.0     0.583    0.0     75.0   0.43
  2700    0.0054   -0.139  0.000   0.041  0.180   2.936  0.038   100.0   98.4     0.659    0.0    100.0   0.45
  2720   -0.0032   -0.144  0.000   0.039  0.175   2.638  0.038    99.2  100.0     0.638    0.0     91.7   0.43
  2740   -0.0058   -0.147  0.000   0.049  0.195   2.402  0.038   100.0   99.2     0.677    0.0     91.7   0.45
      saved checkpoint @ step 2750 | examples: ['O=c1cc(-c2ccccc2)c2ccc(O)cc2o1', 'CC(C)C(=O)Nc1ccc(F)cc1Cl', 'COc1ccc(-c2cccc(-c3ccncc3)c2)cc1', 'Cc1ccc(CNc2nc(N3CCOCC3)nc(N3CCOCC3)n2)o1', 'Cc1ccccc1CSc1nnc(-c2ccc(S(N)(=O)=O)cc2)o1']
  2760   -0.0286   -0.148  0.000   0.044  0.193   2.241  0.026   100.0  100.0     0.758    0.0    100.0   0.48
  2780   -0.0056   -0.151  0.000   0.046  0.189   2.511  0.026    99.2  100.0     0.756    0.0     83.3   0.45
  2800   -0.0204   -0.150  0.000   0.042  0.184   2.214  0.011    99.2   99.2     0.714    0.0    100.0   0.44
  2820   -0.0161   -0.127  0.000   0.033  0.161   3.132  0.011   100.0   99.2     0.630    0.0    100.0   0.43
  2840   -0.0050   -0.131  0.000   0.039  0.170   3.061  0.011   100.0   99.2     0.661    0.0     83.3   0.45
  2860   -0.0067   -0.113  0.000   0.029  0.143   3.842  0.011   100.0   95.3     0.574    0.0     91.7   0.42
  2880   -0.0100   -0.098  0.000   0.025  0.123   4.405  0.011   100.0   91.4     0.521    0.0     91.7   0.45
  2900    0.0416   -0.116  0.000   0.033  0.149   3.573  0.038   100.0   97.7     0.608    0.0     75.0   0.43
  2920    0.0149   -0.133  0.000   0.042  0.175   3.005  0.038   100.0   99.2     0.638    0.0     83.3   0.44
  2940    0.0024   -0.145  0.000   0.047  0.192   2.464  0.038   100.0  100.0     0.711    0.0     91.7   0.48
  2960   -0.0098   -0.152  0.000   0.053  0.205   2.019  0.038   100.0  100.0     0.773    0.0     91.7   0.46
  2980   -0.0451   -0.153  0.000   0.046  0.191   2.264  0.005    99.2  100.0     0.717    0.0     83.3   0.45
  3000   -0.0209   -0.139  0.000   0.044  0.175   2.722  0.005    99.2   98.4     0.736    0.0    100.0   0.45
      saved checkpoint @ step 3000 | examples: ['Cc1noc(C)c1C(=O)N1CCCCCCC1', 'c1ccc(-c2ccccc2-c2cccs2)cc1', 'Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)cc21', 'O=C(O)CCCCCCn1cc(-c2ccc(F)cc2)nn1', 'CCN(CC)CC(=O)NCCc1ccccc1']
  3020    0.0277   -0.099  0.000   0.022  0.113   4.837  0.017    99.2   89.0     0.469    0.0    100.0   0.46
  3040    0.0325   -0.143  0.000   0.040  0.175   2.519  0.058    99.2  100.0     0.717    0.0     75.0   0.45
  3060   -0.0583   -0.144  0.000   0.050  0.193   2.245  0.008   100.0  100.0     0.711    0.0    100.0   0.45
  3080   -0.0269   -0.129  0.000   0.037  0.166   2.936  0.008   100.0   97.7     0.680    0.0     83.3   0.48
  3100   -0.0053   -0.104  0.000   0.025  0.121   4.323  0.011    99.2   91.3     0.578    0.0    100.0   0.46
  3120    0.0688   -0.114  0.000   0.032  0.146   3.437  0.058   100.0  100.0     0.578    0.0     91.7   0.46
  3140   -0.0420   -0.149  0.000   0.048  0.196   1.964  0.038   100.0   99.2     0.811    0.0    100.0   0.45
  3160   -0.0493   -0.139  0.000   0.043  0.182   2.675  0.003   100.0   99.2     0.693    0.0     91.7   0.43
  3180   -0.0395   -0.104  0.000   0.025  0.129   4.011  0.003   100.0   96.1     0.512    0.0     83.3   0.44
  3200    0.1218   -0.138  0.000   0.043  0.180   2.501  0.130   100.0  100.0     0.633    0.0     91.7   0.47
  3220   -0.1181   -0.153  0.000   0.056  0.208   1.975  0.003   100.0   98.4     0.794    0.0    100.0   0.45
  3240   -0.0577   -0.133  0.000   0.040  0.173   2.761  0.002   100.0   99.2     0.709    0.0     75.0   0.45
      saved checkpoint @ step 3250 | examples: ['NCCCCNc1c2ccccc2nc2ccccc12', 'Nc1nc(NCc2ccccc2)nc(Nc2ccccc2)n1', 'Oc1ccc(-c2cccc3ncccc23)cc1', 'COc1ccc(-c2ncccc2C(=O)O)cc1', 'NNc1nccc2ccccc12']
  3260    0.0624   -0.086  0.000   0.022  0.108   5.441  0.026   100.0   79.7     0.510    0.0    100.0   0.42
  3280    0.0278   -0.147  0.000   0.047  0.194   2.275  0.086   100.0  100.0     0.766    0.0    100.0   0.46
  3300   -0.0852   -0.147  0.000   0.047  0.194   2.399  0.001   100.0  100.0     0.828    0.0     91.7   0.45
  3320   -0.0494   -0.121  0.000   0.033  0.155   3.074  0.001   100.0   97.7     0.640    0.0     91.7   0.47
  3340   -0.0075   -0.109  0.000   0.020  0.113   4.602  0.005    98.4   92.1     0.491    0.0    100.0   0.42
  3360    0.0500   -0.160  0.000   0.055  0.207   2.090  0.130    99.2  100.0     0.803    0.0     91.7   0.46
